"partida_id","rodata","clube","chutes","chutes_no_alvo","posse_de_bola","passes","precisao_passes","faltas","cartao_amarelo","cartao_vermelho","impedimentos","escanteios"
"6931","5","Palmeiras","17","5","48%","369","79%","21","5","0","4","5"
"6931","5","Santos","8","1","52%","383","76%","15","2","1","0","6"
"6932","5","Bragantino","15","2","46%","319","82%","17","2","1","1","10"
"6932","5","Coritiba","7","4","54%","397","75%","18","0","0","2","3"
"6933","5","Sport","10","2","55%","516","86%","21","2","0","1","0"
"6933","5","Sao Paulo","11","4","45%","425","84%","25","3","0","0","3"
"6934","5","Ceara","11","4","38%","339","77%","21","1","0","1","6"
"6934","5","Bahia","16","7","62%","538","84%","7","2","0","1","11"
"6935","5","Corinthians","21","7","60%","584","85%","14","0","0","0","5"
"6935","5","Fortaleza","10","3","40%","405","81%","12","2","0","5","1"
"6936","11","Sao Paulo","15","5","57%","605","87%","13","2","0","3","4"
"6936","11","Athletico-PR","5","3","43%","464","80%","16","1","0","1","1"
"6946","6","Botafogo-RJ","7","2","47%","471","85%","14","3","0","2","5"
"6946","6","Internacional","7","4","53%","542","87%","24","1","0","2","3"
"6947","6","Fluminense","12","3","46%","452","85%","19","4","0","1","2"
"6947","6","Vasco","9","4","54%","527","84%","16","1","1","1","4"
"6948","6","Bahia","9","1","49%","429","82%","15","2","0","1","8"
"6948","6","Palmeiras","11","5","51%","456","82%","16","2","0","4","2"
"6949","6","Fortaleza","13","6","59%","571","87%","22","2","0","0","3"
"6949","6","Bragantino","5","2","41%","395","83%","10","2","1","1","4"
"6950","6","Sao Paulo","14","5","54%","442","85%","16","3","0","2","7"
"6950","6","Corinthians","7","5","46%","388","80%","22","0","0","1","4"
"6951","6","Coritiba","13","3","59%","562","85%","14","1","0","0","5"
"6951","6","Sport","6","2","41%","387","79%","19","4","0","1","2"
"6952","6","Santos","22","6","53%","429","85%","14","6","0","5","9"
"6952","6","Flamengo","10","6","47%","399","80%","26","7","0","1","2"
"6953","6","Atletico-GO","14","4","55%","361","79%","16","1","1","1","4"
"6953","6","Ceara","13","5","45%","308","73%","11","2","0","2","4"
"6956","7","Ceara","9","4","27%","231","70%","22","2","0","4","2"
"6956","7","Fortaleza","5","0","73%","620","85%","18","2","0","2","6"
"6957","7","Fluminense","11","4","43%","368","78%","14","2","1","0","2"
"6957","7","Atletico-GO","15","3","57%","468","84%","16","1","0","1","9"
"6958","7","Goias","11","3","46%","446","84%","16","1","0","1","3"
"6958","7","Corinthians","11","4","54%","511","87%","12","3","0","0","6"
"6959","7","Botafogo-RJ","17","6","55%","519","84%","23","1","0","1","6"
"6959","7","Coritiba","7","3","45%","433","80%","21","1","0","0","6"
"6960","7","Athletico-PR","11","5","58%","503","83%","15","2","0","1","2"
"6960","7","Bragantino","18","3","42%","354","77%","12","2","0","0","8"
"6961","7","Bahia","14","6","41%","459","83%","8","1","0","2","5"
"6961","7","Flamengo","20","9","59%","647","86%","17","2","0","2","6"
"6962","7","Palmeiras","11","1","48%","372","73%","21","3","0","1","5"
"6962","7","Internacional","8","2","52%","403","75%","23","5","0","0","4"
"6963","7","Santos","13","5","63%","423","85%","17","2","0","2","9"
"6963","7","Vasco","9","3","37%","267","76%","21","3","0","1","2"
"6964","7","Gremio","29","7","73%","680","86%","10","1","0","1","11"
"6964","7","Sport","5","3","27%","277","60%","11","5","0","1","1"
"6965","7","Atletico-MG","14","8","52%","496","82%","18","0","0","3","5"
"6965","7","Sao Paulo","13","4","48%","468","78%","11","0","0","1","3"
"6966","8","Flamengo","18","8","62%","517","88%","12","1","0","3","11"
"6966","8","Fortaleza","4","2","38%","329","80%","21","1","0","4","3"
"6967","8","Corinthians","15","6","61%","545","87%","18","3","0","1","12"
"6967","8","Botafogo-RJ","13","3","39%","339","81%","10","1","0","2","6"
"6968","8","Ceara","16","8","61%","425","83%","21","2","2","0","7"
"6968","8","Santos","7","4","39%","269","75%","16","4","2","3","5"
"6969","8","Bragantino","20","4","38%","350","78%","23","1","1","1","5"
"6969","8","Palmeiras","14","4","62%","581","85%","12","3","0","2","3"
"6970","8","Internacional","9","5","62%","528","84%","11","2","0","1","8"
"6970","8","Bahia","9","4","38%","326","69%","12","3","0","2","5"
"6971","8","Sao Paulo","15","3","51%","463","80%","21","3","0","0","3"
"6971","8","Fluminense","10","4","49%","451","80%","13","0","0","2","2"
"6972","8","Vasco","8","2","32%","293","75%","7","1","0","2","3"
"6972","8","Athletico-PR","14","4","68%","603","86%","16","1","0","1","2"
"6973","8","Atletico-GO","8","2","49%","459","85%","16","1","0","0","3"
"6973","8","Gremio","6","2","51%","471","83%","13","2","1","1","3"
"6974","8","Sport","17","6","53%","486","83%","18","1","0","1","9"
"6974","8","Goias","10","4","47%","453","84%","17","0","0","0","4"
"6975","8","Coritiba","13","3","47%","440","80%","14","1","0","0","4"
"6975","8","Atletico-MG","21","2","53%","476","85%","19","3","0","2","4"
"6976","9","Athletico-PR","17","3","62%","509","89%","19","1","0","3","7"
"6976","9","Botafogo-RJ","11","5","38%","310","81%","10","0","0","2","3"
"6977","9","Fortaleza","12","4","53%","410","87%","27","5","0","0","6"
"6977","9","Sport","4","1","47%","383","82%","14","1","0","2","1"
"6978","9","Goias","18","6","55%","459","86%","27","4","1","0","9"
"6978","9","Coritiba","13","3","45%","396","82%","13","2","1","2","2"
"6979","9","Sao Paulo","14","5","60%","491","85%","18","4","0","5","5"
"6979","9","Bragantino","10","2","40%","341","74%","18","2","0","2","1"
"6980","9","Fluminense","17","3","47%","445","83%","15","1","0","1","7"
"6980","9","Flamengo","13","6","53%","508","87%","16","1","0","2","6"
"6981","9","Santos","8","4","41%","300","76%","11","1","0","4","4"
"6981","9","Atletico-MG","16","4","59%","424","79%","15","2","1","1","5"
"6982","9","Internacional","17","9","62%","517","81%","15","0","0","1","10"
"6982","9","Ceara","6","1","38%","317","68%","16","2","0","1","3"
"6983","9","Corinthians","10","4","55%","517","90%","13","2","2","1","5"
"6983","9","Palmeiras","21","8","45%","437","88%","16","2","0","2","6"
"6984","9","Bahia","17","6","51%","474","90%","12","1","1","1","8"
"6984","9","Gremio","18","6","49%","479","87%","9","2","1","2","4"
"6985","9","Vasco","9","5","55%","471","83%","15","2","1","0","1"
"6985","9","Atletico-GO","13","7","45%","380","81%","23","1","0","1","4"
"6986","10","Athletico-PR","10","2","43%","349","86%","21","4","0","3","9"
"6986","10","Coritiba","5","1","57%","463","85%","12","0","1","3","6"
"6987","10","Santos","10","5","55%","412","81%","18","3","0","1","5"
"6987","10","Sao Paulo","12","6","45%","338","81%","20","2","0","3","2"
"6988","10","Fluminense","15","3","48%","352","82%","14","2","1","0","5"
"6988","10","Corinthians","9","3","52%","378","84%","15","4","0","2","8"
"6989","10","Gremio","14","3","57%","532","89%","11","1","1","2","6"
"6989","10","Fortaleza","3","2","43%","424","87%","13","2","1","0","2"
"6990","10","Atletico-MG","14","7","64%","556","85%","13","1","0","5","8"
"6990","10","Bragantino","12","4","36%","306","75%","18","1","0","0","3"
"6991","10","Bahia","9","2","53%","429","79%","16","2","1","5","5"
"6991","10","Atletico-GO","12","4","47%","380","79%","20","2","0","1","5"
"6992","10","Ceara","8","3","37%","342","73%","8","1","0","2","5"
"6992","10","Flamengo","11","2","63%","570","84%","6","0","0","2","8"
"6993","10","Goias","6","1","21%","170","62%","10","4","1","1","0"
"6993","10","Internacional","15","4","79%","572","90%","14","3","0","5","12"
"6994","10","Palmeiras","20","7","64%","567","87%","15","1","1","3","6"
"6994","10","Sport","9","4","36%","327","76%","12","3","1","1","2"
"6995","10","Botafogo-RJ","25","9","49%","426","83%","18","2","0","0","5"
"6995","10","Vasco","14","6","51%","443","81%","8","2","0","2","4"
"6937","11","Corinthians","11","5","33%","277","72%","15","3","0","1","4"
"6937","11","Bahia","25","7","67%","533","88%","13","2","0","5","11"
"6938","11","Fortaleza","12","3","42%","318","76%","9","1","0","2","3"
"6938","11","Internacional","11","1","58%","420","84%","20","3","0","2","7"
"6939","11","Bragantino","18","9","42%","308","76%","24","4","0","2","5"
"6939","11","Ceara","13","6","58%","417","82%","11","3","0","1","9"
"6940","11","Atletico-GO","15","9","44%","359","76%","16","2","0","1","6"
"6940","11","Atletico-MG","14","8","56%","468","84%","14","0","0","4","4"
"6941","11","Gremio","13","3","64%","590","85%","21","2","0","0","6"
"6941","11","Palmeiras","9","2","36%","336","76%","21","3","0","2","3"
"6942","11","Coritiba","11","2","55%","497","86%","14","1","0","3","6"
"6942","11","Vasco","11","3","45%","415","86%","15","2","0","0","6"
"6943","11","Botafogo-RJ","7","1","44%","321","76%","15","4","0","0","8"
"6943","11","Santos","21","6","56%","416","83%","13","2","0","1","10"
"6944","11","Sport","8","3","26%","251","69%","10","0","0","3","5"
"6944","11","Fluminense","18","4","74%","700","87%","9","1","0","3","8"
"6996","12","Sport","9","2","47%","451","82%","11","3","0","1","3"
"6996","12","Corinthians","16","2","53%","486","86%","15","4","0","2","8"
"6997","12","Athletico-PR","13","3","56%","528","84%","20","4","0","2","1"
"6997","12","Bahia","14","4","44%","410","81%","11","1","0","4","6"
"6998","12","Internacional","4","1","42%","401","75%","16","2","1","3","1"
"6998","12","Sao Paulo","19","6","58%","536","82%","16","0","0","0","4"
"6999","12","Atletico-MG","20","6","54%","478","83%","20","1","0","0","9"
"6999","12","Gremio","9","4","46%","408","80%","11","1","0","0","4"
"7000","12","Vasco","11","1","58%","511","89%","9","2","0","4","2"
"7000","12","Bragantino","12","3","42%","363","83%","16","1","0","1","5"
"7001","12","Palmeiras","17","7","60%","493","87%","14","4","0","1","5"
"7001","12","Flamengo","10","4","40%","335","81%","16","2","0","0","4"
"7002","12","Ceara","19","5","60%","411","79%","13","3","0","9","11"
"7002","12","Goias","10","7","40%","286","71%","14","4","0","3","7"
"7003","12","Atletico-GO","10","2","54%","406","84%","16","2","0","2","7"
"7003","12","Botafogo-RJ","16","5","46%","359","81%","12","3","0","0","5"
"7004","12","Santos","15","6","55%","416","86%","12","1","0","1","9"
"7004","12","Fortaleza","12","3","45%","369","85%","20","1","0","1","5"
"7005","12","Fluminense","15","7","43%","409","84%","16","1","0","0","5"
"7005","12","Coritiba","10","1","57%","532","86%","19","1","1","3","4"
"6892","1","Corinthians","12","4","54%","461","83%","18","2","0","4","4"
"6892","1","Atletico-GO","18","6","46%","397","81%","12","0","0","2","7"
"6893","1","Botafogo-RJ","15","2","62%","502","86%","18","2","1","0","8"
"6893","1","Bahia","12","4","38%","322","74%","14","3","0","1","5"
"7006","13","Gremio","14","5","46%","388","77%","15","0","1","1","5"
"7006","13","Internacional","8","2","54%","453","79%","16","1","1","1","5"
"7007","13","Palmeiras","28","11","64%","560","85%","10","1","0","1","9"
"7007","13","Ceara","10","5","36%","319","74%","20","4","0","0","4"
"7008","13","Bragantino","10","2","40%","377","80%","18","1","0","1","3"
"7008","13","Corinthians","12","4","60%","555","86%","13","2","0","1","8"
"7009","13","Botafogo-RJ","17","7","52%","385","80%","20","0","0","0","7"
"7009","13","Fluminense","8","5","48%","365","78%","21","1","0","2","4"
"7010","13","Coritiba","3","1","25%","234","64%","13","2","0","0","2"
"7010","13","Sao Paulo","19","5","75%","671","88%","12","3","0","2","11"
"7011","13","Flamengo","13","7","55%","446","84%","18","3","0","2","4"
"7011","13","Athletico-PR","10","3","45%","376","80%","22","4","0","2","5"
"7012","13","Fortaleza","16","5","60%","517","85%","8","5","0","1","8"
"7012","13","Atletico-GO","7","2","40%","350","78%","14","5","0","0","1"
"7013","13","Goias","14","4","55%","384","83%","16","3","1","4","2"
"7013","13","Santos","10","4","45%","317","77%","15","3","1","0","4"
"7014","13","Bahia","24","11","60%","488","82%","15","2","0","2","11"
"7014","13","Sport","5","2","40%","361","72%","13","3","0","0","0"
"7015","13","Atletico-MG","0","0","None","0","None","0","0","0","0","0"
"7015","13","Vasco","0","0","None","0","None","0","0","0","0","0"
"7016","14","Corinthians","13","4","62%","558","85%","19","2","0","0","6"
"7016","14","Santos","6","2","38%","337","76%","16","2","0","0","3"
"7017","14","Flamengo","16","7","63%","572","89%","14","0","0","1","8"
"7017","14","Sport","14","1","37%","335","78%","16","3","0","1","6"
"7018","14","Bahia","13","6","47%","454","85%","18","4","0","0","4"
"7018","14","Vasco","10","1","53%","496","88%","15","2","1","1","6"
"7019","14","Gremio","11","5","49%","466","83%","18","2","0","1","6"
"7019","14","Coritiba","13","3","51%","475","84%","21","2","0","4","6"
"7020","14","Sao Paulo","25","8","52%","431","84%","17","3","0","1","5"
"7020","14","Atletico-GO","15","5","48%","415","81%","12","2","0","2","3"
"7021","14","Goias","12","3","43%","347","76%","19","3","0","0","5"
"7021","14","Fluminense","10","5","57%","472","85%","15","2","0","4","4"
"7022","14","Botafogo-RJ","11","4","35%","298","75%","16","4","0","0","2"
"7022","14","Palmeiras","19","4","65%","534","86%","15","4","0","2","5"
"7023","14","Fortaleza","7","3","31%","263","75%","9","2","1","1","1"
"7023","14","Atletico-MG","15","4","69%","577","88%","19","3","0","2","8"
"7024","14","Athletico-PR","15","1","63%","579","89%","11","3","0","2","3"
"7024","14","Ceara","13","4","37%","350","79%","12","2","0","2","3"
"7025","14","Bragantino","13","2","47%","404","78%","18","3","1","2","7"
"7025","14","Internacional","8","5","53%","460","83%","22","3","0","1","2"
"7026","15","Vasco","13","4","37%","344","77%","14","2","0","3","5"
"7026","15","Flamengo","8","3","63%","571","86%","25","5","0","2","5"
"7027","15","Coritiba","10","2","45%","408","88%","20","1","0","0","2"
"7027","15","Fortaleza","12","2","55%","498","86%","12","0","0","0","4"
"7028","15","Palmeiras","9","3","47%","424","84%","15","2","0","2","8"
"7028","15","Sao Paulo","13","4","53%","483","83%","17","1","0","0","4"
"7029","15","Atletico-MG","23","11","67%","614","85%","14","0","0","4","8"
"7029","15","Goias","4","3","33%","315","67%","11","1","0","1","1"
"7030","15","Fluminense","8","2","48%","401","77%","26","2","0","0","3"
"7030","15","Bahia","12","1","52%","429","83%","18","3","0","0","4"
"7031","15","Santos","11","6","56%","402","75%","17","2","0","3","4"
"7031","15","Gremio","11","4","44%","314","72%","14","2","1","2","7"
"7032","15","Sport","17","3","63%","528","85%","11","3","0","0","6"
"7032","15","Botafogo-RJ","11","4","37%","314","78%","15","1","1","0","8"
"7033","15","Atletico-GO","24","8","53%","368","76%","17","1","0","0","7"
"7033","15","Bragantino","19","5","47%","336","77%","18","1","0","2","11"
"7034","15","Ceara","15","4","39%","304","77%","9","4","1","2","6"
"7034","15","Corinthians","10","3","61%","475","80%","10","1","1","1","6"
"7035","15","Internacional","13","6","45%","404","75%","19","2","0","3","6"
"7035","15","Athletico-PR","14","4","55%","483","80%","14","0","0","2","1"
"6945","11","Flamengo","31","12","66%","562","85%","12","1","0","1","9"
"6945","11","Goias","7","4","34%","299","67%","12","4","0","4","4"
"7036","16","Palmeiras","16","5","55%","431","82%","13","3","0","1","6"
"7036","16","Coritiba","12","9","45%","382","77%","20","2","0","2","2"
"7037","16","Gremio","10","4","51%","479","83%","11","3","1","1","1"
"7037","16","Botafogo-RJ","16","3","49%","458","81%","13","2","0","0","4"
"7038","16","Santos","12","3","59%","400","79%","18","3","0","1","7"
"7038","16","Atletico-GO","8","1","41%","288","65%","21","3","0","2","2"
"7039","16","Athletico-PR","16","9","62%","545","84%","18","3","0","2","8"
"7039","16","Corinthians","13","6","38%","332","77%","14","3","1","1","2"
"7040","16","Atletico-MG","14","8","66%","571","85%","11","3","0","0","9"
"7040","16","Fluminense","11","3","34%","295","70%","9","1","0","3","4"
"7041","16","Sport","13","5","48%","438","81%","6","3","0","1","2"
"7041","16","Internacional","14","8","52%","450","84%","19","2","0","3","7"
"7042","16","Flamengo","19","10","66%","606","84%","16","2","0","1","5"
"7042","16","Bragantino","12","3","34%","314","70%","14","1","0","2","1"
"7043","16","Goias","10","4","49%","402","79%","16","5","0","1","5"
"7043","16","Bahia","13","3","51%","403","77%","18","3","2","3","2"
"7046","17","Atletico-GO","11","1","36%","271","75%","10","3","2","1","2"
"7046","17","Athletico-PR","17","6","64%","454","87%","20","5","0","2","11"
"7047","17","Coritiba","18","4","57%","442","84%","18","5","0","1","9"
"7047","17","Santos","6","2","43%","341","77%","25","2","0","0","1"
"7048","17","Fluminense","6","3","59%","539","84%","17","3","0","2","4"
"7048","17","Ceara","17","4","41%","389","75%","16","3","0","2","3"
"7049","17","Sao Paulo","8","1","63%","534","88%","24","4","0","1","2"
"7049","17","Gremio","11","2","37%","316","79%","15","2","0","2","7"
"7050","17","Corinthians","19","7","38%","314","76%","14","4","0","1","10"
"7050","17","Flamengo","9","6","62%","530","83%","13","5","0","2","3"
"7051","17","Internacional","13","7","53%","524","87%","17","1","0","1","6"
"7051","17","Vasco","8","3","47%","482","82%","11","1","0","0","3"
"7052","17","Bragantino","18","4","50%","449","82%","13","2","0","1","8"
"7052","17","Sport","3","1","50%","464","78%","13","2","0","0","6"
"7053","17","Fortaleza","10","4","52%","464","82%","14","2","0","0","1"
"7053","17","Palmeiras","14","3","48%","422","86%","19","3","1","2","7"
"7054","17","Bahia","13","6","33%","294","75%","14","4","0","1","2"
"7054","17","Atletico-MG","20","4","67%","555","86%","14","1","0","1","8"
"7055","17","Botafogo-RJ","23","6","63%","533","84%","18","2","0","3","11"
"7055","17","Goias","12","4","37%","326","72%","11","1","0","0","5"
"7056","18","Vasco","17","8","64%","547","82%","12","1","0","1","9"
"7056","18","Corinthians","12","4","36%","313","69%","18","2","0","2","6"
"7057","18","Bragantino","14","5","54%","408","79%","17","0","0","1","6"
"7057","18","Goias","7","1","46%","361","73%","15","3","0","3","4"
"7058","18","Ceara","15","4","36%","270","67%","22","3","0","1","5"
"7058","18","Coritiba","15","6","64%","493","82%","12","1","0","1","8"
"7059","18","Atletico-MG","26","9","77%","699","88%","10","1","0","2","13"
"7059","18","Sport","3","0","23%","224","56%","11","0","0","1","4"
"7060","18","Atletico-GO","21","5","57%","474","86%","15","1","0","0","6"
"7060","18","Palmeiras","12","4","43%","360","79%","17","4","0","2","3"
"7061","18","Fluminense","19","8","47%","275","77%","13","5","0","2","10"
"7061","18","Santos","9","2","53%","301","80%","18","4","0","3","8"
"7062","18","Athletico-PR","5","1","66%","557","90%","15","3","0","1","4"
"7062","18","Gremio","8","2","34%","291","78%","11","1","0","1","2"
"7063","18","Internacional","10","5","28%","244","68%","16","6","0","1","1"
"7063","18","Flamengo","16","6","72%","616","87%","16","5","0","1","7"
"7066","19","Botafogo-RJ","12","7","61%","493","85%","17","3","1","1","4"
"7066","19","Ceara","10","4","39%","314","73%","19","4","1","0","2"
"7067","19","Coritiba","5","1","30%","248","69%","22","2","0","0","0"
"7067","19","Atletico-GO","14","5","70%","557","86%","18","5","0","0","12"
"7068","19","Corinthians","8","3","34%","314","64%","16","4","0","2","2"
"7068","19","Internacional","7","0","66%","580","78%","13","3","1","2","4"
"7069","19","Fortaleza","4","1","43%","387","82%","14","2","1","0","3"
"7069","19","Fluminense","11","4","57%","481","88%","18","1","0","1","7"
"7070","19","Flamengo","17","7","54%","446","86%","18","4","0","2","6"
"7070","19","Sao Paulo","13","7","46%","396","85%","18","3","0","0","4"
"7071","19","Sport","11","3","41%","340","73%","17","2","1","3","2"
"7071","19","Athletico-PR","12","2","59%","474","81%","15","1","0","3","5"
"7072","19","Santos","9","6","57%","463","83%","19","4","0","2","6"
"7072","19","Bahia","21","6","43%","345","80%","13","2","0","3","9"
"7073","19","Goias","19","10","46%","354","77%","16","5","0","2","2"
"7073","19","Vasco","7","1","54%","401","81%","20","7","0","5","6"
"7074","19","Palmeiras","19","8","35%","300","76%","10","2","0","2","3"
"7074","19","Atletico-MG","16","2","65%","546","85%","12","1","0","0","9"
"7075","19","Gremio","11","3","56%","579","86%","13","1","0","1","3"
"7075","19","Bragantino","13","7","44%","466","84%","12","1","0","0","4"
"7076","20","Athletico-PR","21","6","63%","482","85%","20","3","0","3","10"
"7076","20","Fortaleza","11","5","37%","297","77%","14","2","0","4","3"
"7077","20","Sao Paulo","20","9","65%","503","85%","9","2","0","1","10"
"7077","20","Goias","8","3","35%","272","69%","19","0","1","1","2"
"7078","20","Atletico-GO","16","5","45%","339","73%","22","3","0","2","7"
"7078","20","Corinthians","6","2","55%","421","75%","25","4","0","2","3"
"7079","20","Vasco","9","3","44%","376","78%","17","1","0","0","0"
"7079","20","Palmeiras","8","3","56%","468","81%","19","3","0","1","4"
"7080","20","Internacional","12","4","60%","526","88%","9","2","1","0","9"
"7080","20","Coritiba","10","3","40%","369","82%","13","3","0","2","3"
"7081","20","Bragantino","12","2","48%","413","74%","15","1","0","1","5"
"7081","20","Santos","4","0","52%","448","75%","20","4","0","1","3"
"7082","20","Atletico-MG","9","4","30%","283","71%","21","5","0","1","2"
"7082","20","Flamengo","13","5","70%","635","87%","13","4","0","1","7"
"7083","20","Bahia","20","5","59%","499","85%","19","2","0","1","4"
"7083","20","Botafogo-RJ","10","3","41%","361","80%","17","3","0","1","4"
"7084","20","Fluminense","12","4","59%","569","86%","12","0","0","1","4"
"7084","20","Gremio","13","4","41%","396","82%","13","1","0","2","5"
"7085","20","Ceara","25","6","54%","441","84%","17","0","0","4","9"
"7085","20","Sport","3","0","46%","392","76%","13","3","0","0","1"
"7064","18","Bahia","13","6","33%","256","78%","14","3","0","1","4"
"7064","18","Fortaleza","8","1","67%","523","89%","11","3","0","2","7"
"7086","21","Sport","13","3","64%","573","82%","14","0","0","2","4"
"7086","21","Vasco","14","4","36%","328","78%","21","2","0","1","2"
"7087","21","Santos","10","7","39%","302","71%","24","1","0","1","2"
"7087","21","Internacional","12","6","61%","479","81%","18","2","0","2","7"
"7088","21","Goias","11","1","48%","347","80%","14","5","0","3","8"
"7088","21","Athletico-PR","16","8","52%","376","82%","12","1","0","0","10"
"7089","21","Corinthians","8","1","33%","269","62%","29","3","0","2","6"
"7089","21","Atletico-MG","13","4","67%","544","83%","11","5","0","1","6"
"7090","21","Fortaleza","12","5","49%","395","83%","15","2","0","1","2"
"7090","21","Sao Paulo","7","4","51%","404","83%","18","4","0","2","3"
"7091","21","Gremio","16","7","61%","749","90%","8","1","0","1","3"
"7091","21","Ceara","11","3","39%","473","84%","14","2","0","0","4"
"7092","21","Palmeiras","9","5","51%","455","84%","15","2","0","3","3"
"7092","21","Fluminense","15","5","49%","440","85%","8","2","0","3","5"
"7093","21","Flamengo","20","7","66%","559","88%","15","2","0","1","11"
"7093","21","Atletico-GO","10","5","34%","293","77%","16","1","0","2","4"
"7094","21","Coritiba","16","2","54%","451","88%","12","3","0","1","7"
"7094","21","Bahia","15","5","46%","401","86%","12","4","0","1","5"
"7095","21","Botafogo-RJ","12","3","61%","439","81%","16","0","0","2","7"
"7095","21","Bragantino","11","5","39%","273","70%","18","3","0","0","3"
"6954","6","Atletico-MG","21","6","65%","550","87%","8","1","0","1","9"
"6954","6","Athletico-PR","10","6","35%","317","76%","24","2","0","1","1"
"7044","16","Vasco","12","5","47%","358","82%","11","2","0","1","4"
"7044","16","Fortaleza","18","5","53%","394","82%","20","0","0","1","11"
"7096","22","Bragantino","12","7","53%","444","88%","16","2","0","0","5"
"7096","22","Bahia","8","1","47%","383","82%","13","4","0","0","9"
"7097","22","Athletico-PR","13","4","61%","525","84%","22","0","0","2","9"
"7097","22","Santos","5","4","39%","344","81%","13","2","0","1","2"
"7098","22","Flamengo","23","9","62%","656","88%","16","1","0","0","4"
"7098","22","Coritiba","6","1","38%","402","81%","18","3","0","1","4"
"7099","22","Goias","8","2","60%","487","85%","20","2","0","1","1"
"7099","22","Palmeiras","14","3","40%","334","73%","15","2","1","1","4"
"7100","22","Sao Paulo","17","5","70%","685","87%","7","2","0","2","7"
"7100","22","Vasco","6","3","30%","298","71%","19","4","0","2","4"
"7101","22","Ceara","11","5","46%","400","78%","11","4","0","2","2"
"7101","22","Atletico-MG","18","4","54%","455","82%","12","1","1","1","7"
"7102","22","Internacional","13","4","51%","454","80%","20","2","0","1","4"
"7102","22","Fluminense","7","2","49%","455","80%","20","4","0","0","4"
"7103","22","Botafogo-RJ","19","6","59%","481","87%","18","1","0","3","7"
"7103","22","Fortaleza","11","6","41%","355","78%","15","1","0","2","5"
"7104","22","Corinthians","7","1","32%","300","74%","12","1","2","3","4"
"7104","22","Gremio","15","3","68%","618","91%","14","1","0","1","12"
"7105","22","Sport","11","1","63%","431","84%","17","1","0","1","10"
"7105","22","Atletico-GO","12","4","37%","260","77%","16","3","0","2","5"
"7045","16","Ceara","11","6","31%","303","76%","20","5","0","2","5"
"7045","16","Sao Paulo","18","4","69%","659","89%","13","3","0","1","5"
"7106","23","Atletico-MG","11","6","55%","463","87%","25","2","0","2","10"
"7106","23","Botafogo-RJ","4","3","45%","397","81%","19","4","0","4","2"
"7107","23","Coritiba","11","3","53%","462","81%","13","2","0","1","4"
"7107","23","Corinthians","11","2","47%","418","78%","25","2","0","2","3"
"7108","23","Fortaleza","15","8","70%","619","88%","17","2","0","3","2"
"7108","23","Goias","6","1","30%","266","68%","19","0","0","0","0"
"7109","23","Palmeiras","22","8","59%","470","87%","16","2","0","4","10"
"7109","23","Athletico-PR","4","1","41%","354","77%","15","1","0","2","1"
"7110","23","Santos","11","5","59%","421","86%","17","3","0","3","5"
"7110","23","Sport","9","3","41%","293","77%","24","3","0","0","4"
"7111","23","Bahia","17","6","37%","351","81%","12","0","0","1","5"
"7111","23","Sao Paulo","17","8","63%","597","90%","15","2","0","1","9"
"7112","23","Atletico-GO","9","0","41%","283","74%","19","1","0","5","8"
"7112","23","Internacional","16","6","59%","400","83%","18","2","1","4","9"
"6955","6","Gremio","26","10","66%","680","90%","15","2","0","2","8"
"6955","6","Goias","5","2","34%","353","81%","17","2","0","1","1"
"7113","23","Vasco","12","4","69%","486","85%","15","3","0","1","9"
"7113","23","Ceara","11","6","31%","230","65%","18","2","0","3","3"
"7114","23","Fluminense","7","1","45%","361","79%","15","2","0","4","5"
"7114","23","Bragantino","11","4","55%","434","79%","21","3","0","0","5"
"7116","24","Fortaleza","13","5","45%","343","77%","12","2","1","2","3"
"7116","24","Corinthians","9","4","55%","412","81%","15","2","1","0","4"
"6894","1","Goias","9","3","41%","324","75%","16","3","0","0","2"
"6894","1","Sao Paulo","15","6","59%","466","84%","19","0","0","1","9"
"7117","24","Santos","15","5","60%","386","80%","14","3","0","2","8"
"7117","24","Palmeiras","11","5","40%","263","69%","16","3","1","0","7"
"7118","24","Botafogo-RJ","13","3","34%","293","73%","16","1","1","0","5"
"7118","24","Flamengo","14","3","66%","569","89%","26","1","1","0","7"
"7119","24","Fluminense","27","13","70%","578","88%","16","4","0","2","15"
"7119","24","Athletico-PR","5","1","30%","254","73%","18","2","1","0","2"
"7120","24","Bahia","9","2","53%","450","83%","12","2","0","1","6"
"7120","24","Ceara","11","5","47%","412","86%","17","2","0","1","4"
"7121","24","Coritiba","9","3","43%","334","70%","17","4","0","2","3"
"7121","24","Bragantino","23","5","57%","423","79%","26","3","0","0","12"
"7122","24","Sao Paulo","13","7","64%","647","89%","17","4","0","0","11"
"7122","24","Sport","4","0","36%","381","79%","17","4","0","3","1"
"7123","24","Gremio","22","10","60%","604","89%","9","2","0","1","5"
"7123","24","Vasco","6","3","40%","408","85%","8","1","0","1","3"
"7124","24","Atletico-MG","9","2","64%","584","85%","18","2","0","4","3"
"7124","24","Internacional","10","3","36%","315","76%","14","6","0","5","4"
"7125","24","Atletico-GO","12","3","68%","421","85%","17","3","0","4","15"
"7125","24","Goias","10","2","32%","207","63%","21","3","0","2","1"
"7065","18","Sao Paulo","31","14","66%","646","90%","12","0","0","1","12"
"7065","18","Botafogo-RJ","8","1","34%","353","80%","8","2","1","0","0"
"7126","25","Athletico-PR","16","5","42%","353","79%","20","2","0","4","5"
"7126","25","Atletico-MG","10","3","58%","488","86%","13","2","0","4","3"
